end of batch....0, cost so far 13908
end of batch....34657, cost so far 12409
end of batch....34658, cost so far 12409
end of batch....34659, cost so far 12409
end of batch....34660, cost so far 12409
end of batch....34661, cost so far 12409
end of batch....34662, cost so far 12409
end of batch....34663, cost so far 12409
end of batch....34664, cost so far 12409
end of batch....34665, cost so far 12409
end of batch....34666, cost so far 12409
end of batch....34667, cost so far 12409
end of batch....34668, cost so far 12409
end of batch....34669, cost so far 12409
end of batch....34670, cost so far 12409
end of batch....34671, cost so far 12409
end of batch....34672, cost so far 12409
end of batch....34673, cost so far 12409
end of batch....34674, cost so far 12409
end of batch....34675, cost so far 12409
end of batch....34676, cost so far 12409
end of batch....34677, cost so far 12409
end of batch....34678, cost so far 12409
end of batch....34679, cost so far 12409
end of batch....34680, cost so far 12409
end of batch....34681, cost so far 12409
end of batch....34682, cost so far 12409
end of batch....34683, cost so far 12409
end of batch....34684, cost so far 12409
end of batch....34685, cost so far 12409
end of batch....34686, cost so far 12409
end of batch....34687, cost so far 12409
end of batch....34688, cost so far 12409
end of batch....34689, cost so far 12409
end of batch....34690, cost so far 12409
end of batch....34691, cost so far 12409
end of batch....34692, cost so far 12409
end of batch....34693, cost so far 12409
end of batch....34694, cost so far 12409
end of batch....34695, cost so far 12409
end of batch....34696, cost so far 12409
end of batch....34697, cost so far 12409
end of batch....34698, cost so far 12409
end of batch....34699, cost so far 12409
end of batch....34700, cost so far 12409
end of batch....34701, cost so far 12409
end of batch....34702, cost so far 12409
end of batch....34703, cost so far 12409
end of batch....34704, cost so far 12409
end of batch....34705, cost so far 12409
end of batch....34706, cost so far 12409
end of batch....34707, cost so far 12409
end of batch....34708, cost so far 12409
end of batch....34709, cost so far 12409
end of batch....34710, cost so far 12409
end of batch....34711, cost so far 12409
end of batch....34712, cost so far 12409
end of batch....34713, cost so far 12409
end of batch....34714, cost so far 12409
end of batch....34715, cost so far 12409
end of batch....34716, cost so far 12409
end of batch....34717, cost so far 12409
end of batch....34718, cost so far 12409
end of batch....34719, cost so far 12409
end of batch....34720, cost so far 12409
end of batch....34721, cost so far 12409
end of batch....34722, cost so far 12409
end of batch....34723, cost so far 12409
end of batch....34724, cost so far 12409
end of batch....34725, cost so far 12409
end of batch....34726, cost so far 12409
end of batch....34727, cost so far 12409
end of batch....34728, cost so far 12409
end of batch....34729, cost so far 12409
end of batch....34730, cost so far 12409
end of batch....34731, cost so far 12409
end of batch....34732, cost so far 12409
end of batch....34733, cost so far 12409
end of batch....34734, cost so far 12409
end of batch....34735, cost so far 12409
end of batch....34736, cost so far 12409
end of batch....34737, cost so far 12409
end of batch....34738, cost so far 12409
end of batch....34739, cost so far 12409
end of batch....34740, cost so far 12409
end of batch....34741, cost so far 12409
end of batch....34742, cost so far 12409
end of batch....34743, cost so far 12409
end of batch....34744, cost so far 12409
end of batch....34745, cost so far 12409
end of batch....34746, cost so far 12409
end of batch....34747, cost so far 12409
end of batch....34748, cost so far 12409
end of batch....34749, cost so far 12409
end of batch....34750, cost so far 12409
end of batch....34751, cost so far 12409
end of batch....34752, cost so far 12409
end of batch....34753, cost so far 12409
end of batch....34754, cost so far 12409
end of batch....34755, cost so far 12409
end of batch....34756, cost so far 12409
end of batch....34757, cost so far 12409
end of batch....34758, cost so far 12409
end of batch....34759, cost so far 12409
end of batch....34760, cost so far 12409
end of batch....34761, cost so far 12409
end of batch....34762, cost so far 12409
end of batch....34763, cost so far 12409
end of batch....34764, cost so far 12409
end of batch....34765, cost so far 12409
end of batch....34766, cost so far 12409
end of batch....34767, cost so far 12409
end of batch....34768, cost so far 12409
end of batch....34769, cost so far 12409
end of batch....34770, cost so far 12409
end of batch....34771, cost so far 12409
end of batch....34772, cost so far 12409
end of batch....34773, cost so far 12409
end of batch....34774, cost so far 12409
end of batch....34775, cost so far 12409
end of batch....34776, cost so far 12409
end of batch....34777, cost so far 12409
end of batch....34778, cost so far 12409
end of batch....34779, cost so far 12409
end of batch....34780, cost so far 12409
end of batch....34781, cost so far 12409
end of batch....34782, cost so far 12409
end of batch....34783, cost so far 12409
end of batch....34784, cost so far 12409
end of batch....34785, cost so far 12409
end of batch....34786, cost so far 12409
end of batch....34787, cost so far 12409
end of batch....34788, cost so far 12409
end of batch....34789, cost so far 12409
end of batch....34790, cost so far 12409
end of batch....34791, cost so far 12409
end of batch....34792, cost so far 12409
end of batch....34793, cost so far 12409
end of batch....34794, cost so far 12409
end of batch....34795, cost so far 12409
end of batch....34796, cost so far 12409
end of batch....34797, cost so far 12409
end of batch....34798, cost so far 12409
end of batch....34799, cost so far 12409
end of batch....34800, cost so far 12409
end of batch....34801, cost so far 12409
end of batch....34802, cost so far 12409
end of batch....34803, cost so far 12409
end of batch....34804, cost so far 12409
end of batch....34805, cost so far 12409
end of batch....34806, cost so far 12409
end of batch....34807, cost so far 12409
end of batch....34808, cost so far 12409
end of batch....34809, cost so far 12409
end of batch....34810, cost so far 12409
end of batch....34811, cost so far 12409
end of batch....34812, cost so far 12409
end of batch....34813, cost so far 12409
end of batch....34814, cost so far 12409
end of batch....34815, cost so far 12409
end of batch....34816, cost so far 12409
end of batch....34817, cost so far 12409
end of batch....34818, cost so far 12409
end of batch....34819, cost so far 12409
end of batch....34820, cost so far 12409
end of batch....34821, cost so far 12409
end of batch....34822, cost so far 12409
end of batch....34823, cost so far 12409
end of batch....34824, cost so far 12409
end of batch....34825, cost so far 12409
end of batch....34826, cost so far 12409
end of batch....34827, cost so far 12409
end of batch....34828, cost so far 12409
end of batch....34829, cost so far 12409
end of batch....34830, cost so far 12409
end of batch....34831, cost so far 12409
end of batch....34832, cost so far 12409
end of batch....34833, cost so far 12409
end of batch....34834, cost so far 12409
end of batch....34835, cost so far 12409
end of batch....34836, cost so far 12409
end of batch....34837, cost so far 12409
end of batch....34838, cost so far 12409
end of batch....34839, cost so far 12409
end of batch....34840, cost so far 12409
end of batch....34841, cost so far 12409
end of batch....34842, cost so far 12409
end of batch....34843, cost so far 12409
end of batch....34844, cost so far 12409
end of batch....34845, cost so far 12409
end of batch....34846, cost so far 12409
end of batch....34847, cost so far 12409
end of batch....34848, cost so far 12409
end of batch....34849, cost so far 12409
end of batch....34850, cost so far 12409
end of batch....34851, cost so far 12409
end of batch....34852, cost so far 12409
end of batch....34853, cost so far 12409
end of batch....34854, cost so far 12409
end of batch....34855, cost so far 12409
end of batch....34856, cost so far 12409
end of batch....34857, cost so far 12409
end of batch....34858, cost so far 12409
end of batch....34859, cost so far 12409
end of batch....34860, cost so far 12409
end of batch....34861, cost so far 12409
end of batch....34862, cost so far 12409
end of batch....34863, cost so far 12409
end of batch....34864, cost so far 12409
end of batch....34865, cost so far 12409
end of batch....34866, cost so far 12409
end of batch....34867, cost so far 12409
end of batch....34868, cost so far 12409
end of batch....34869, cost so far 12409
end of batch....34870, cost so far 12409
end of batch....34871, cost so far 12409
end of batch....34872, cost so far 12409
end of batch....34873, cost so far 12409
end of batch....34874, cost so far 12409
end of batch....34875, cost so far 12409
end of batch....34876, cost so far 12409
end of batch....34877, cost so far 12409
end of batch....34878, cost so far 12409
end of batch....34879, cost so far 12409
end of batch....34880, cost so far 12409
end of batch....34881, cost so far 12409
end of batch....34882, cost so far 12409
end of batch....34883, cost so far 12409
end of batch....34884, cost so far 12409
end of batch....34885, cost so far 12409
end of batch....34886, cost so far 12409
end of batch....34887, cost so far 12409
end of batch....34888, cost so far 12409
end of batch....34889, cost so far 12409
end of batch....34890, cost so far 12409
end of batch....34891, cost so far 12409
end of batch....34892, cost so far 12409
end of batch....34893, cost so far 12409
end of batch....34894, cost so far 12409
end of batch....34895, cost so far 12409
end of batch....34896, cost so far 12409
end of batch....34897, cost so far 12409
end of batch....34898, cost so far 12409
end of batch....34899, cost so far 12409
end of batch....34900, cost so far 12409
end of batch....34901, cost so far 12409
end of batch....34902, cost so far 12409
end of batch....34903, cost so far 12409
end of batch....34904, cost so far 12409
end of batch....34905, cost so far 12409
end of batch....34906, cost so far 12409
end of batch....34907, cost so far 12409
end of batch....34908, cost so far 12409
end of batch....34909, cost so far 12409
end of batch....34910, cost so far 12409
end of batch....34911, cost so far 12409
end of batch....34912, cost so far 12409
end of batch....34913, cost so far 12409
end of batch....34914, cost so far 12409
end of batch....34915, cost so far 12409
end of batch....34916, cost so far 12409
end of batch....34917, cost so far 12409
end of batch....34918, cost so far 12409
end of batch....34919, cost so far 12409
end of batch....34920, cost so far 12409
end of batch....34921, cost so far 12409
end of batch....34922, cost so far 12409
end of batch....34923, cost so far 12409
end of batch....34924, cost so far 12409
end of batch....34925, cost so far 12409
end of batch....34926, cost so far 12409
end of batch....34927, cost so far 12409
end of batch....34928, cost so far 12409
end of batch....34929, cost so far 12409
end of batch....34930, cost so far 12409
end of batch....34931, cost so far 12409
end of batch....34932, cost so far 12409
end of batch....34933, cost so far 12409
end of batch....34934, cost so far 12409
end of batch....34935, cost so far 12409
end of batch....34936, cost so far 12409
end of batch....34937, cost so far 12409
end of batch....34938, cost so far 12409
end of batch....34939, cost so far 12409
end of batch....34940, cost so far 12409
end of batch....34941, cost so far 12409
end of batch....34942, cost so far 12409
end of batch....34943, cost so far 12409
end of batch....34944, cost so far 12409
end of batch....34945, cost so far 12409
end of batch....34946, cost so far 12409
end of batch....34947, cost so far 12409
end of batch....34948, cost so far 12409
end of batch....34949, cost so far 12409
end of batch....34950, cost so far 12409
end of batch....34951, cost so far 12409
end of batch....34952, cost so far 12409
end of batch....34953, cost so far 12409
end of batch....34954, cost so far 12409
end of batch....34955, cost so far 12409
end of batch....34956, cost so far 12409
end of batch....34957, cost so far 12409
end of batch....34958, cost so far 12409
end of batch....34959, cost so far 12409
end of batch....34960, cost so far 12409
end of batch....34961, cost so far 12409
end of batch....34962, cost so far 12409
end of batch....34963, cost so far 12409
end of batch....34964, cost so far 12409
end of batch....34965, cost so far 12409
end of batch....34966, cost so far 12409
end of batch....34967, cost so far 12409
end of batch....34968, cost so far 12409
end of batch....34969, cost so far 12409
end of batch....34970, cost so far 12409
end of batch....34971, cost so far 12409
end of batch....34972, cost so far 12409
end of batch....34973, cost so far 12409
end of batch....34974, cost so far 12409
end of batch....34975, cost so far 12409
end of batch....34976, cost so far 12409
end of batch....34977, cost so far 12409
end of batch....34978, cost so far 12409
end of batch....34979, cost so far 12409
end of batch....34980, cost so far 12409
end of batch....34981, cost so far 12409
end of batch....34982, cost so far 12409
end of batch....34983, cost so far 12409
end of batch....34984, cost so far 12409
end of batch....34985, cost so far 12409
end of batch....34986, cost so far 12409
end of batch....34987, cost so far 12409
end of batch....34988, cost so far 12409
end of batch....34989, cost so far 12409
end of batch....34990, cost so far 12409
end of batch....34991, cost so far 12409
end of batch....34992, cost so far 12409
end of batch....34993, cost so far 12409
end of batch....34994, cost so far 12409
end of batch....34995, cost so far 12409
end of batch....34996, cost so far 12409
end of batch....34997, cost so far 12409
end of batch....34998, cost so far 12409
end of batch....34999, cost so far 12409
end of batch....35000, cost so far 12409
end of batch....35001, cost so far 12409
end of batch....35002, cost so far 12409
end of batch....35003, cost so far 12409
end of batch....35004, cost so far 12409
end of batch....35005, cost so far 12409
end of batch....35006, cost so far 12409
end of batch....35007, cost so far 12409
end of batch....35008, cost so far 12409
end of batch....35009, cost so far 12409
end of batch....35010, cost so far 12409
end of batch....35011, cost so far 12409
end of batch....35012, cost so far 12409
end of batch....35013, cost so far 12409
end of batch....35014, cost so far 12409
end of batch....35015, cost so far 12409
end of batch....35016, cost so far 12409
end of batch....35017, cost so far 12409
end of batch....35018, cost so far 12409
end of batch....35019, cost so far 12409
end of batch....35020, cost so far 12409
end of batch....35021, cost so far 12409
end of batch....35022, cost so far 12409
end of batch....35023, cost so far 12409
end of batch....35024, cost so far 12409
end of batch....35025, cost so far 12409
end of batch....35026, cost so far 12409
end of batch....35027, cost so far 12409
end of batch....35028, cost so far 12409
end of batch....35029, cost so far 12409
end of batch....35030, cost so far 12409
end of batch....35031, cost so far 12409
end of batch....35032, cost so far 12409
end of batch....35033, cost so far 12409
end of batch....35034, cost so far 12409
end of batch....35035, cost so far 12409
end of batch....35036, cost so far 12409
end of batch....35037, cost so far 12409
end of batch....35038, cost so far 12409
end of batch....35039, cost so far 12409
end of batch....35040, cost so far 12409
end of batch....35041, cost so far 12409
end of batch....35042, cost so far 12409
end of batch....35043, cost so far 12409
end of batch....35044, cost so far 12409
end of batch....35045, cost so far 12409
end of batch....35046, cost so far 12409
end of batch....35047, cost so far 12409
end of batch....35048, cost so far 12409
end of batch....35049, cost so far 12409
end of batch....35050, cost so far 12409
end of batch....35051, cost so far 12409
end of batch....35052, cost so far 12409
end of batch....35053, cost so far 12409
end of batch....35054, cost so far 12409
end of batch....35055, cost so far 12409
end of batch....35056, cost so far 12409
end of batch....35057, cost so far 12409
end of batch....35058, cost so far 12409
end of batch....35059, cost so far 12409
end of batch....35060, cost so far 12409
end of batch....35061, cost so far 12409
end of batch....35062, cost so far 12409
end of batch....35063, cost so far 12409
end of batch....35064, cost so far 12409
end of batch....35065, cost so far 12409
end of batch....35066, cost so far 12409
end of batch....35067, cost so far 12409
end of batch....35068, cost so far 12409
end of batch....35069, cost so far 12409
end of batch....35070, cost so far 12409
end of batch....35071, cost so far 12409
end of batch....35072, cost so far 12409
end of batch....35073, cost so far 12409
end of batch....35074, cost so far 12409
end of batch....35075, cost so far 12409
end of batch....35076, cost so far 12409
end of batch....35077, cost so far 12409
end of batch....35078, cost so far 12409
end of batch....35079, cost so far 12409
end of batch....35080, cost so far 12409
end of batch....35081, cost so far 12409
end of batch....35082, cost so far 12409
end of batch....35083, cost so far 12409
end of batch....35084, cost so far 12409
end of batch....35085, cost so far 12409
end of batch....35086, cost so far 12409
end of batch....35087, cost so far 12409
end of batch....35088, cost so far 12409
end of batch....35089, cost so far 12409
end of batch....35090, cost so far 12409
end of batch....35091, cost so far 12409
end of batch....35092, cost so far 12409
end of batch....35093, cost so far 12409
end of batch....35094, cost so far 12409
end of batch....35095, cost so far 12409
end of batch....35096, cost so far 12409
end of batch....35097, cost so far 12409
end of batch....35098, cost so far 12409
end of batch....35099, cost so far 12409
end of batch....35100, cost so far 12409
end of batch....35101, cost so far 12409
end of batch....35102, cost so far 12409
end of batch....35103, cost so far 12409
end of batch....35104, cost so far 12409
end of batch....35105, cost so far 12409
end of batch....35106, cost so far 12409
end of batch....35107, cost so far 12409
end of batch....35108, cost so far 12409
end of batch....35109, cost so far 12409
end of batch....35110, cost so far 12409
end of batch....35111, cost so far 12409
end of batch....35112, cost so far 12409
end of batch....35113, cost so far 12409
end of batch....35114, cost so far 12409
end of batch....35115, cost so far 12409
end of batch....35116, cost so far 12409
end of batch....35117, cost so far 12409
end of batch....35118, cost so far 12409
end of batch....35119, cost so far 12409
end of batch....35120, cost so far 12409
end of batch....35121, cost so far 12409
end of batch....35122, cost so far 12409
end of batch....35123, cost so far 12409
end of batch....35124, cost so far 12409
end of batch....35125, cost so far 12409
end of batch....35126, cost so far 12409
end of batch....35127, cost so far 12409
end of batch....35128, cost so far 12409
end of batch....35129, cost so far 12409
end of batch....35130, cost so far 12409
end of batch....35131, cost so far 12409
end of batch....35132, cost so far 12409
end of batch....35133, cost so far 12409
end of batch....35134, cost so far 12409
end of batch....35135, cost so far 12409
end of batch....35136, cost so far 12409
end of batch....35137, cost so far 12409
end of batch....35138, cost so far 12409
end of batch....35139, cost so far 12409
end of batch....35140, cost so far 12409
end of batch....35141, cost so far 12409
end of batch....35142, cost so far 12409
end of batch....35143, cost so far 12409
end of batch....35144, cost so far 12409
end of batch....35145, cost so far 12409
end of batch....35146, cost so far 12409
end of batch....35147, cost so far 12409
end of batch....35148, cost so far 12409
end of batch....35149, cost so far 12409
end of batch....35150, cost so far 12409
end of batch....35151, cost so far 12409
end of batch....35152, cost so far 12409
end of batch....35153, cost so far 12409
end of batch....35154, cost so far 12409
end of batch....35155, cost so far 12409
end of batch....35156, cost so far 12409
end of batch....35157, cost so far 12409
end of batch....35158, cost so far 12409
end of batch....35159, cost so far 12409
end of batch....35160, cost so far 12409
end of batch....35161, cost so far 12409
end of batch....35162, cost so far 12409
end of batch....35163, cost so far 12409
end of batch....35164, cost so far 12409
end of batch....35165, cost so far 12409
end of batch....35166, cost so far 12409
end of batch....35167, cost so far 12409
end of batch....35168, cost so far 12409
end of batch....35169, cost so far 12409
end of batch....35170, cost so far 12409
end of batch....35171, cost so far 12409
end of batch....35172, cost so far 12409
end of batch....35173, cost so far 12409
end of batch....35174, cost so far 12409
end of batch....35175, cost so far 12409
end of batch....35176, cost so far 12409
end of batch....35177, cost so far 12409
end of batch....35178, cost so far 12409
end of batch....35179, cost so far 12409
end of batch....35180, cost so far 12409
end of batch....35181, cost so far 12409
end of batch....35182, cost so far 12409
end of batch....35183, cost so far 12409
end of batch....35184, cost so far 12409
end of batch....35185, cost so far 12409
end of batch....35186, cost so far 12409
end of batch....35187, cost so far 12409
end of batch....35188, cost so far 12409
end of batch....35189, cost so far 12409
end of batch....35190, cost so far 12409
end of batch....35191, cost so far 12409
end of batch....35192, cost so far 12409
end of batch....35193, cost so far 12409
end of batch....35194, cost so far 12409
end of batch....35195, cost so far 12409
end of batch....35196, cost so far 12409
end of batch....35197, cost so far 12409
end of batch....35198, cost so far 12409
end of batch....35199, cost so far 12409
end of batch....35200, cost so far 12409
end of batch....35201, cost so far 12409
end of batch....35202, cost so far 12409
end of batch....35203, cost so far 12409
end of batch....35204, cost so far 12409
end of batch....35205, cost so far 12409
end of batch....35206, cost so far 12409
end of batch....35207, cost so far 12409
end of batch....35208, cost so far 12409
end of batch....35209, cost so far 12409
end of batch....35210, cost so far 12409
end of batch....35211, cost so far 12409
end of batch....35212, cost so far 12409
end of batch....35213, cost so far 12409
end of batch....35214, cost so far 12409
end of batch....35215, cost so far 12409
end of batch....35216, cost so far 12409
end of batch....35217, cost so far 12409
end of batch....35218, cost so far 12409
end of batch....35219, cost so far 12409
end of batch....35220, cost so far 12409
end of batch....35221, cost so far 12409
end of batch....35222, cost so far 12409
end of batch....35223, cost so far 12409
end of batch....35224, cost so far 12409
end of batch....35225, cost so far 12409
end of batch....35226, cost so far 12409
end of batch....35227, cost so far 12409
end of batch....35228, cost so far 12409
end of batch....35229, cost so far 12409
end of batch....35230, cost so far 12409
end of batch....35231, cost so far 12409
end of batch....35232, cost so far 12409
end of batch....35233, cost so far 12409
end of batch....35234, cost so far 12409
end of batch....35235, cost so far 12409
end of batch....35236, cost so far 12409
end of batch....35237, cost so far 12409
end of batch....35238, cost so far 12409
end of batch....35239, cost so far 12409
end of batch....35240, cost so far 12409
end of batch....35241, cost so far 12409
end of batch....35242, cost so far 12409
end of batch....35243, cost so far 12409
end of batch....35244, cost so far 12409
end of batch....35245, cost so far 12409
end of batch....35246, cost so far 12409
end of batch....35247, cost so far 12409
end of batch....35248, cost so far 12409
end of batch....35249, cost so far 12409
end of batch....35250, cost so far 12409
end of batch....35251, cost so far 12409
end of batch....35252, cost so far 12409
end of batch....35253, cost so far 12409
end of batch....35254, cost so far 12409
end of batch....35255, cost so far 12409
end of batch....35256, cost so far 12409
end of batch....35257, cost so far 12409
end of batch....35258, cost so far 12409
end of batch....35259, cost so far 12409
end of batch....35260, cost so far 12409
end of batch....35261, cost so far 12409
end of batch....35262, cost so far 12409
end of batch....35263, cost so far 12409
end of batch....35264, cost so far 12409
end of batch....35265, cost so far 12409
end of batch....35266, cost so far 12409
end of batch....35267, cost so far 12409
end of batch....35268, cost so far 12409
end of batch....35269, cost so far 12409
end of batch....35270, cost so far 12409
end of batch....35271, cost so far 12409
end of batch....35272, cost so far 12409
end of batch....35273, cost so far 12409
end of batch....35274, cost so far 12409
end of batch....35275, cost so far 12409
end of batch....35276, cost so far 12409
end of batch....35277, cost so far 12409
end of batch....35278, cost so far 12409
end of batch....35279, cost so far 12409
end of batch....35280, cost so far 12409
end of batch....35281, cost so far 12409
end of batch....35282, cost so far 12409
end of batch....35283, cost so far 12409
end of batch....35284, cost so far 12409
end of batch....35285, cost so far 12409
end of batch....35286, cost so far 12409
end of batch....35287, cost so far 12409
end of batch....35288, cost so far 12409
end of batch....35289, cost so far 12409
end of batch....35290, cost so far 12409
end of batch....35291, cost so far 12409
end of batch....35292, cost so far 12409
end of batch....35293, cost so far 12409
end of batch....35294, cost so far 12409
end of batch....35295, cost so far 12409
end of batch....35296, cost so far 12409
end of batch....35297, cost so far 12409
end of batch....35298, cost so far 12409
end of batch....35299, cost so far 12409
end of batch....35300, cost so far 12409
end of batch....35301, cost so far 12409
end of batch....35302, cost so far 12409
end of batch....35303, cost so far 12409
end of batch....35304, cost so far 12409
end of batch....35305, cost so far 12409
end of batch....35306, cost so far 12409
end of batch....35307, cost so far 12409
end of batch....35308, cost so far 12409
end of batch....35309, cost so far 12409
end of batch....35310, cost so far 12409
end of batch....35311, cost so far 12409
end of batch....35312, cost so far 12409
end of batch....35313, cost so far 12409
end of batch....35314, cost so far 12409
end of batch....35315, cost so far 12409
end of batch....35316, cost so far 12409
end of batch....35317, cost so far 12409
end of batch....35318, cost so far 12409
end of batch....35319, cost so far 12409
end of batch....35320, cost so far 12409
end of batch....35321, cost so far 12409
end of batch....35322, cost so far 12409
end of batch....35323, cost so far 12409
end of batch....35324, cost so far 12409
end of batch....35325, cost so far 12409
end of batch....35326, cost so far 12409
end of batch....35327, cost so far 12409
end of batch....35328, cost so far 12409
end of batch....35329, cost so far 12409
end of batch....35330, cost so far 12409
end of batch....35331, cost so far 12409
end of batch....35332, cost so far 12409
end of batch....35333, cost so far 12409
end of batch....35334, cost so far 12409
end of batch....35335, cost so far 12409
end of batch....35336, cost so far 12409
end of batch....35337, cost so far 12409
end of batch....35338, cost so far 12409
end of batch....35339, cost so far 12409
end of batch....35340, cost so far 12409
end of batch....35341, cost so far 12409
end of batch....35342, cost so far 12409
end of batch....35343, cost so far 12409
end of batch....35344, cost so far 12409
end of batch....35345, cost so far 12409
end of batch....35346, cost so far 12409
end of batch....35347, cost so far 12409
end of batch....35348, cost so far 12409
end of batch....35349, cost so far 12409
end of batch....35350, cost so far 12409
end of batch....35351, cost so far 12409
end of batch....35352, cost so far 12409
end of batch....35353, cost so far 12409
end of batch....35354, cost so far 12409
end of batch....35355, cost so far 12409
end of batch....35356, cost so far 12409
end of batch....35357, cost so far 12409
end of batch....35358, cost so far 12409
end of batch....35359, cost so far 12409
end of batch....35360, cost so far 12409
end of batch....35361, cost so far 12409
end of batch....35362, cost so far 12409
end of batch....35363, cost so far 12409
end of batch....35364, cost so far 12409
end of batch....35365, cost so far 12409
end of batch....35366, cost so far 12409
end of batch....35367, cost so far 12409
end of batch....35368, cost so far 12409
end of batch....35369, cost so far 12409
end of batch....35370, cost so far 12409
end of batch....35371, cost so far 12409
end of batch....35372, cost so far 12409
end of batch....35373, cost so far 12409
end of batch....35374, cost so far 12409
end of batch....35375, cost so far 12409
end of batch....35376, cost so far 12329
end of batch....35377, cost so far 12329
end of batch....35378, cost so far 12329
end of batch....35379, cost so far 12329
end of batch....35380, cost so far 12329
end of batch....35381, cost so far 12329
end of batch....35382, cost so far 12329
end of batch....35383, cost so far 12329
end of batch....35384, cost so far 12329
end of batch....35385, cost so far 12329
end of batch....35386, cost so far 12329
end of batch....35387, cost so far 12329
end of batch....35388, cost so far 12329
end of batch....35389, cost so far 12329
end of batch....35390, cost so far 12329
end of batch....35391, cost so far 12329
end of batch....35392, cost so far 12329
end of batch....35393, cost so far 12329
end of batch....35394, cost so far 12329
end of batch....35395, cost so far 12329
end of batch....35396, cost so far 12329
end of batch....35397, cost so far 12329
end of batch....35398, cost so far 12329
end of batch....35399, cost so far 12329
end of batch....35400, cost so far 12329
end of batch....35401, cost so far 12329
end of batch....35402, cost so far 12329
end of batch....35403, cost so far 12329
end of batch....35404, cost so far 12329
end of batch....35405, cost so far 12329
end of batch....35406, cost so far 12329
end of batch....35407, cost so far 12329
end of batch....35408, cost so far 12329
end of batch....35409, cost so far 12329
end of batch....35410, cost so far 12329
end of batch....35411, cost so far 12329
end of batch....35412, cost so far 12329
end of batch....35413, cost so far 12329
end of batch....35414, cost so far 12329
end of batch....35415, cost so far 12329
end of batch....35416, cost so far 12329
end of batch....35417, cost so far 12329
end of batch....35418, cost so far 12329
end of batch....35419, cost so far 12329
end of batch....35420, cost so far 12329
end of batch....35421, cost so far 12329
end of batch....35422, cost so far 12329
end of batch....35423, cost so far 12329
end of batch....35424, cost so far 12329
end of batch....35425, cost so far 12329
end of batch....35426, cost so far 12329
end of batch....35427, cost so far 12329
end of batch....35428, cost so far 12329
end of batch....35429, cost so far 12329
end of batch....35430, cost so far 12329
end of batch....35431, cost so far 12329
end of batch....35432, cost so far 12329
end of batch....35433, cost so far 12329
end of batch....35434, cost so far 12329
end of batch....35435, cost so far 12329
end of batch....35436, cost so far 12329
end of batch....35437, cost so far 12329
end of batch....35438, cost so far 12329
end of batch....35439, cost so far 12329
end of batch....35440, cost so far 12329
end of batch....35441, cost so far 12329
end of batch....35442, cost so far 12329
end of batch....35443, cost so far 12329
end of batch....35444, cost so far 12329
end of batch....35445, cost so far 12329
end of batch....35446, cost so far 12329
end of batch....35447, cost so far 12329
end of batch....35448, cost so far 12329
end of batch....35449, cost so far 12329
end of batch....35450, cost so far 12329
end of batch....35451, cost so far 12329
end of batch....35452, cost so far 12329
end of batch....35453, cost so far 12329
end of batch....35454, cost so far 12329
end of batch....35455, cost so far 12329
end of batch....35456, cost so far 12329
end of batch....35457, cost so far 12329
end of batch....35458, cost so far 12329
end of batch....35459, cost so far 12329
end of batch....35460, cost so far 12329
end of batch....35461, cost so far 12329
end of batch....35462, cost so far 12329
end of batch....35463, cost so far 12329
end of batch....35464, cost so far 12329
end of batch....35465, cost so far 12329
end of batch....35466, cost so far 12329
end of batch....35467, cost so far 12329
end of batch....35468, cost so far 12329
end of batch....35469, cost so far 12329
end of batch....35470, cost so far 12329
end of batch....35471, cost so far 12329
end of batch....35472, cost so far 12329
end of batch....35473, cost so far 12329
end of batch....35474, cost so far 12329
end of batch....35475, cost so far 12329
end of batch....35476, cost so far 12329
end of batch....35477, cost so far 12329
end of batch....35478, cost so far 12329
end of batch....35479, cost so far 12329
end of batch....35480, cost so far 12329
end of batch....35481, cost so far 12329
end of batch....35482, cost so far 12329
end of batch....35483, cost so far 12329
end of batch....35484, cost so far 12329
end of batch....35485, cost so far 12329
end of batch....35486, cost so far 12329
end of batch....35487, cost so far 12329
end of batch....35488, cost so far 12329
end of batch....35489, cost so far 12329
end of batch....35490, cost so far 12329
end of batch....35491, cost so far 12329
end of batch....35492, cost so far 12329
end of batch....35493, cost so far 12329
end of batch....35494, cost so far 12329
end of batch....35495, cost so far 12329
end of batch....35496, cost so far 12329
end of batch....35497, cost so far 12329
end of batch....35498, cost so far 12329
end of batch....35499, cost so far 12329
end of batch....35500, cost so far 12329
end of batch....35501, cost so far 12329
end of batch....35502, cost so far 12329
end of batch....35503, cost so far 12329
end of batch....35504, cost so far 12329
end of batch....35505, cost so far 12329
end of batch....35506, cost so far 12329
end of batch....35507, cost so far 12329
end of batch....35508, cost so far 12329
end of batch....35509, cost so far 12329
end of batch....35510, cost so far 12329
end of batch....35511, cost so far 12329
end of batch....35512, cost so far 12329
end of batch....35513, cost so far 12329
end of batch....35514, cost so far 12329
end of batch....35515, cost so far 12329
end of batch....35516, cost so far 12329
end of batch....35517, cost so far 12329
end of batch....35518, cost so far 12329
end of batch....35519, cost so far 12329
end of batch....35520, cost so far 12329
end of batch....35521, cost so far 12329
end of batch....35522, cost so far 12329
end of batch....35523, cost so far 12329
end of batch....35524, cost so far 12329
end of batch....35525, cost so far 12329
end of batch....35526, cost so far 12329
end of batch....35527, cost so far 12329
end of batch....35528, cost so far 12329
end of batch....35529, cost so far 12329
end of batch....35530, cost so far 12329
